"Year","Question","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted","Data_Source"
"2022","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","10.0","8.9","11.1","10.0 (CI 8.9-11.1)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","19.1","15.2","23.4","19.1 (CI 15.2-23.4)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2022","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","14.1","13.5","14.8","14.1 (CI 13.5-14.8)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Sex","Female","15.5","14.8","16.3","15.5 (CI 14.8-16.3)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Sex","Male","9.7","9.0","10.3","9.7 (CI 9.0-10.3)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Total","Total","12.7","12.2","13.2","12.7 (CI 12.2-13.2)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","14.9","13.9","16.0","14.9 (CI 13.9-16.0)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","11.2","10.6","11.8","11.2 (CI 10.6-11.8)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","65+ years","7.0","6.4","7.7","7.0 (CI 6.4-7.7)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","13.7","7.0","23.3","13.7 (CI 7.0-23.3)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","5.5","4.3","6.9","5.5 (CI 4.3-6.9)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","9.1","7.9","10.4","9.1 (CI 7.9-10.4)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","9.8","8.8","10.9","9.8 (CI 8.8-10.9)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","19.4","15.6","23.7","19.4 (CI 15.6-23.7)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","12.4","11.9","13.0","12.4 (CI 11.9-13.0)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Sex","Female","14.1","13.4","14.8","14.1 (CI 13.4-14.8)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Sex","Male","8.4","7.8","9.0","8.4 (CI 7.8-9.0)","NHIS"
"2021","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Total","Total","11.3","10.9","11.8","11.3 (CI 10.9-11.8)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","13.7","12.6","14.9","13.7 (CI 12.6-14.9)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","11.7","11.1","12.4","11.7 (CI 11.1-12.4)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","65+ years","6.8","6.1","7.4","6.8 (CI 6.1-7.4)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","12.2","6.0","21.4","12.2 (CI 6.0-21.4)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","4.2","3.3","5.3","4.2 (CI 3.3-5.3)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","9.5","8.2","10.9","9.5 (CI 8.2-10.9)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","8.8","7.7","10.0","8.8 (CI 7.7-10.0)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","16.3","12.6","20.7","16.3 (CI 12.6-20.7)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","12.7","12.1","13.3","12.7 (CI 12.1-13.3)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Sex","Female","14.1","13.4","14.8","14.1 (CI 13.4-14.8)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Sex","Male","8.1","7.5","8.7","8.1 (CI 7.5-8.7)","NHIS"
"2020","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Total","Total","11.2","10.8","11.7","11.2 (CI 10.8-11.7)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","13.6","12.7","14.6","13.6 (CI 12.7-14.6)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","11.1","10.5","11.7","11.1 (CI 10.5-11.7)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Age","65+ years","7.7","7.0","8.4","7.7 (CI 7.0-8.4)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","4.5","3.5","5.7","4.5 (CI 3.5-5.7)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","10.1","8.9","11.5","10.1 (CI 8.9-11.5)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","9.0","7.9","10.1","9.0 (CI 7.9-10.1)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","17.4","14.0","21.3","17.4 (CI 14.0-21.3)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","12.3","11.7","12.9","12.3 (CI 11.7-12.9)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Sex","Female","13.7","13.0","14.3","13.7 (CI 13.0-14.3)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Sex","Male","8.4","7.8","9.0","8.4 (CI 7.8-9.0)","NHIS"
"2019","Composite measure of frequency and intensity of feelings of anxiety: How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?","Total","Total","11.1","10.7","11.6","11.1 (CI 10.7-11.6)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","6.2","5.4","7.0","6.2 (CI 5.4-7.0)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","4.6","4.2","5.0","4.6 (CI 4.2-5.0)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","65+ years","3.3","2.9","3.7","3.3 (CI 2.9-3.7)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","2.0","1.3","3.0","2.0 (CI 1.3-3.0)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","4.6","3.8","5.7","4.6 (CI 3.8-5.7)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","3.5","2.9","4.2","3.5 (CI 2.9-4.2)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","9.5","6.7","12.9","9.5 (CI 6.7-12.9)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","5.3","4.8","5.7","5.3 (CI 4.8-5.7)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Female","5.8","5.4","6.3","5.8 (CI 5.4-6.3)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Male","3.7","3.3","4.1","3.7 (CI 3.3-4.1)","NHIS"
"2024","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Total","Total","4.8","4.5","5.1","4.8 (CI 4.5-5.1)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","5.8","5.1","6.5","5.8 (CI 5.1-6.5)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","4.9","4.5","5.3","4.9 (CI 4.5-5.3)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","65+ years","3.9","3.4","4.3","3.9 (CI 3.4-4.3)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","1.4","0.9","2.2","1.4 (CI 0.9-2.2)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","6.1","5.0","7.3","6.1 (CI 5.0-7.3)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","3.9","3.3","4.6","3.9 (CI 3.3-4.6)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","9.4","6.2","13.5","9.4 (CI 6.2-13.5)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","5.2","4.8","5.6","5.2 (CI 4.8-5.6)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Female","5.5","5.1","6.0","5.5 (CI 5.1-6.0)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Male","4.3","3.9","4.7","4.3 (CI 3.9-4.7)","NHIS"
"2023","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Total","Total","4.9","4.6","5.2","4.9 (CI 4.6-5.2)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","18-34 years","6.2","5.4","7.0","6.2 (CI 5.4-7.0)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","35-64 years","5.0","4.6","5.5","5.0 (CI 4.6-5.5)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Age","65+ years","4.0","3.5","4.5","4.0 (CI 3.5-4.5)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","AI/AN, NH","7.9","4.0","13.7","7.9 (CI 4.0-13.7)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Asian, NH","1.6","1.0","2.4","1.6 (CI 1.0-2.4)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Black, NH","4.9","4.0","5.9","4.9 (CI 4.0-5.9)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Hispanic","4.6","3.9","5.5","4.6 (CI 3.9-5.5)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","Multiple/Other, NH","8.0","5.2","11.7","8.0 (CI 5.2-11.7)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","RaceEthnicity","White, NH","5.5","5.1","6.0","5.5 (CI 5.1-6.0)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Female","6.1","5.6","6.6","6.1 (CI 5.6-6.6)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Sex","Male","4.1","3.7","4.6","4.1 (CI 3.7-4.6)","NHIS"
"2022","Composite measure of frequency and intensity of feelings of depression: How often do you feel depressed? Would you say daily, weekly, monthly, a few times a year, or never? AND Thinking about the last time you felt depressed, how depressed did you feel? Would you say a little, a lot, or somewhere in between?","Total","Total","5.1","4.8","5.5","5.1 (CI 4.8-5.5)","NHIS"
